Provincias;Sector económico;Periodo;Total
26 Rioja, La;Construcción;2013T4;5,5
26 Rioja, La;Construcción;2013T3;5,8
26 Rioja, La;Construcción;2013T2;6,9
26 Rioja, La;Construcción;2013T1;7
26 Rioja, La;Construcción;2012T4;8,7
26 Rioja, La;Construcción;2012T3;9,2
26 Rioja, La;Construcción;2012T2;10,1
26 Rioja, La;Construcción;2012T1;9,4
26 Rioja, La;Construcción;2011T4;8,6
26 Rioja, La;Construcción;2011T3;11,1
26 Rioja, La;Construcción;2011T2;9,9
26 Rioja, La;Construcción;2011T1;9,1
26 Rioja, La;Construcción;2010T4;10,6
26 Rioja, La;Construcción;2010T3;9,7
26 Rioja, La;Construcción;2010T2;10,3
26 Rioja, La;Construcción;2010T1;11,3
26 Rioja, La;Construcción;2009T4;11,4
26 Rioja, La;Construcción;2009T3;11,8
26 Rioja, La;Construcción;2009T2;11,9
26 Rioja, La;Construcción;2009T1;11
26 Rioja, La;Construcción;2008T4;10,9
26 Rioja, La;Construcción;2008T3;11,7
26 Rioja, La;Construcción;2008T2;12,2
26 Rioja, La;Construcción;2008T1;12
26 Rioja, La;Servicios;2025T3;58,3
26 Rioja, La;Servicios;2025T2;57,7
26 Rioja, La;Servicios;2025T1;58,7
26 Rioja, La;Servicios;2024T4;58,2
26 Rioja, La;Servicios;2024T3;56,6
26 Rioja, La;Servicios;2024T2;56,9
26 Rioja, La;Servicios;2024T1;58,3
26 Rioja, La;Servicios;2023T4;56,6
26 Rioja, La;Servicios;2023T3;57,4
26 Rioja, La;Servicios;2023T2;56,4
26 Rioja, La;Servicios;2023T1;55,9
26 Rioja, La;Servicios;2022T4;56,3
26 Rioja, La;Servicios;2022T3;56
26 Rioja, La;Servicios;2022T2;56,4
26 Rioja, La;Servicios;2022T1;56,5
26 Rioja, La;Servicios;2021T4;57,7
26 Rioja, La;Servicios;2021T3;57,1
26 Rioja, La;Servicios;2021T2;57,4
26 Rioja, La;Servicios;2021T1;59,7
26 Rioja, La;Servicios;2020T4;59,7
26 Rioja, La;Servicios;2020T3;60,6
26 Rioja, La;Servicios;2020T2;62
26 Rioja, La;Servicios;2020T1;61,1
26 Rioja, La;Servicios;2019T4;61
26 Rioja, La;Servicios;2019T3;60,3
26 Rioja, La;Servicios;2019T2;62,1
26 Rioja, La;Servicios;2019T1;61,8
26 Rioja, La;Servicios;2018T4;60,4
26 Rioja, La;Servicios;2018T3;60,4
26 Rioja, La;Servicios;2018T2;59,8
26 Rioja, La;Servicios;2018T1;62,7
26 Rioja, La;Servicios;2017T4;61,5
26 Rioja, La;Servicios;2017T3;62,6
26 Rioja, La;Servicios;2017T2;62,7
26 Rioja, La;Servicios;2017T1;60,5
26 Rioja, La;Servicios;2016T4;60,7
26 Rioja, La;Servicios;2016T3;59,5
26 Rioja, La;Servicios;2016T2;57,4
26 Rioja, La;Servicios;2016T1;58
26 Rioja, La;Servicios;2015T4;56,4
26 Rioja, La;Servicios;2015T3;55,3
26 Rioja, La;Servicios;2015T2;54,5
26 Rioja, La;Servicios;2015T1;54,8
26 Rioja, La;Servicios;2014T4;55,4
26 Rioja, La;Servicios;2014T3;55,5
26 Rioja, La;Servicios;2014T2;56,3
26 Rioja, La;Servicios;2014T1;56,4
26 Rioja, La;Servicios;2013T4;54,1
26 Rioja, La;Servicios;2013T3;53,4
26 Rioja, La;Servicios;2013T2;51,9
26 Rioja, La;Servicios;2013T1;53,1
26 Rioja, La;Servicios;2012T4;54,3
26 Rioja, La;Servicios;2012T3;53,7
26 Rioja, La;Servicios;2012T2;53,3
26 Rioja, La;Servicios;2012T1;54,7
26 Rioja, La;Servicios;2011T4;56,3
26 Rioja, La;Servicios;2011T3;53,2
26 Rioja, La;Servicios;2011T2;54,4
26 Rioja, La;Servicios;2011T1;53,5
26 Rioja, La;Servicios;2010T4;53,8
26 Rioja, La;Servicios;2010T3;54,9
26 Rioja, La;Servicios;2010T2;55,3
26 Rioja, La;Servicios;2010T1;56
26 Rioja, La;Servicios;2009T4;56,7
26 Rioja, La;Servicios;2009T3;55,7
26 Rioja, La;Servicios;2009T2;56
26 Rioja, La;Servicios;2009T1;55,8
26 Rioja, La;Servicios;2008T4;56,9
26 Rioja, La;Servicios;2008T3;54,8
26 Rioja, La;Servicios;2008T2;56,9
26 Rioja, La;Servicios;2008T1;56,8
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;3,5
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;3,2
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;3,1
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;4,1
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;5,1
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;4
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;4
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;3,6
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;3,9
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;3,2
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;4,2
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;3,6
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;3,3
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;4,6
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;4,6
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;5,5
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;5,8
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;6,1
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;4,2
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;4,1
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;4,5
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T2;3,1
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T1;4,6
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T4;4,1
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T3;3,8
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T2;4,7
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T1;4,2
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T4;4,9
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T3;3,9
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T2;5,5
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T1;4,8
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T4;5,2
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T3;6,9
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T2;5,8
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T1;7
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T4;5,4
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T3;6,2
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T2;8,5
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T1;7,8
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T4;7,9
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T3;8,4
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T2;9,6
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T1;9,9
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T4;10,6
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T3;11,3
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T2;10,7
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T1;10,4
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T4;11,2
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T3;10,7
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T2;10,2
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T1;9,5
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T4;9,2
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T3;9,9
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T2;11,7
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T1;9,6
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T4;9,8
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T3;10,4
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T2;8,8
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T1;8,5
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T4;7,1
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T3;7,6
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T2;6,3
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T1;6,6
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T4;6,1
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T3;4,5
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T2;3,9
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T1;4,6
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T4;3,8
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T3;3,1
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T2;1,9
26 Rioja, La;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T1;2,4
37 Salamanca;Agricultura;2025T3;6,3
37 Salamanca;Agricultura;2025T2;6,2
37 Salamanca;Agricultura;2025T1;6,3
37 Salamanca;Agricultura;2024T4;5,9
37 Salamanca;Agricultura;2024T3;4,8
37 Salamanca;Agricultura;2024T2;4,6
37 Salamanca;Agricultura;2024T1;4,3
37 Salamanca;Agricultura;2023T4;4,6
37 Salamanca;Agricultura;2023T3;5,4
37 Salamanca;Agricultura;2023T2;6,1
37 Salamanca;Agricultura;2023T1;5,8
37 Salamanca;Agricultura;2022T4;5,5
37 Salamanca;Agricultura;2022T3;5,5
37 Salamanca;Agricultura;2022T2;5,4
37 Salamanca;Agricultura;2022T1;4
37 Salamanca;Agricultura;2021T4;4,9
37 Salamanca;Agricultura;2021T3;5,8
37 Salamanca;Agricultura;2021T2;5,4
37 Salamanca;Agricultura;2021T1;5,2
37 Salamanca;Agricultura;2020T4;6,4
37 Salamanca;Agricultura;2020T3;6,8
37 Salamanca;Agricultura;2020T2;5
37 Salamanca;Agricultura;2020T1;5,8
37 Salamanca;Agricultura;2019T4;5,6
37 Salamanca;Agricultura;2019T3;6,8
37 Salamanca;Agricultura;2019T2;6,2
37 Salamanca;Agricultura;2019T1;5,9
37 Salamanca;Agricultura;2018T4;5,8
37 Salamanca;Agricultura;2018T3;5,7
37 Salamanca;Agricultura;2018T2;7,1
37 Salamanca;Agricultura;2018T1;7,7
37 Salamanca;Agricultura;2017T4;6,2
37 Salamanca;Agricultura;2017T3;7,4
37 Salamanca;Agricultura;2017T2;6
37 Salamanca;Agricultura;2017T1;5,4
37 Salamanca;Agricultura;2016T4;7,3
37 Salamanca;Agricultura;2016T3;7,4
37 Salamanca;Agricultura;2016T2;7,3
37 Salamanca;Agricultura;2016T1;7
37 Salamanca;Agricultura;2015T4;8
37 Salamanca;Agricultura;2015T3;8,8
37 Salamanca;Agricultura;2015T2;8,7
37 Salamanca;Agricultura;2015T1;8
37 Salamanca;Agricultura;2014T4;10,1
37 Salamanca;Agricultura;2014T3;8,4
37 Salamanca;Agricultura;2014T2;7,3
37 Salamanca;Agricultura;2014T1;6,1
37 Salamanca;Agricultura;2013T4;4,8
37 Salamanca;Agricultura;2013T3;5,8
37 Salamanca;Agricultura;2013T2;5,9
37 Salamanca;Agricultura;2013T1;6,9
37 Salamanca;Agricultura;2012T4;7,4
37 Salamanca;Agricultura;2012T3;9,2
37 Salamanca;Agricultura;2012T2;7,6
37 Salamanca;Agricultura;2012T1;6,4
37 Salamanca;Agricultura;2011T4;6,2
37 Salamanca;Agricultura;2011T3;6,7
37 Salamanca;Agricultura;2011T2;5,9
37 Salamanca;Agricultura;2011T1;4,3
37 Salamanca;Agricultura;2010T4;4,5
37 Salamanca;Agricultura;2010T3;3,8
37 Salamanca;Agricultura;2010T2;5,3
37 Salamanca;Agricultura;2010T1;5,2
37 Salamanca;Agricultura;2009T4;5,6
37 Salamanca;Agricultura;2009T3;4,2
37 Salamanca;Agricultura;2009T2;5,7
37 Salamanca;Agricultura;2009T1;4,8
37 Salamanca;Agricultura;2008T4;5,8
37 Salamanca;Agricultura;2008T3;5,3
37 Salamanca;Agricultura;2008T2;7,9
37 Salamanca;Agricultura;2008T1;6,7
37 Salamanca;Industria;2025T3;10,9
37 Salamanca;Industria;2025T2;10,9
37 Salamanca;Industria;2025T1;9,9
37 Salamanca;Industria;2024T4;8,2
37 Salamanca;Industria;2024T3;9,4
37 Salamanca;Industria;2024T2;10,5
37 Salamanca;Industria;2024T1;9,3
37 Salamanca;Industria;2023T4;8,4
37 Salamanca;Industria;2023T3;8
37 Salamanca;Industria;2023T2;8,3
37 Salamanca;Industria;2023T1;7,9
37 Salamanca;Industria;2022T4;8,3
37 Salamanca;Industria;2022T3;10,3
37 Salamanca;Industria;2022T2;11,6
37 Salamanca;Industria;2022T1;13,3
37 Salamanca;Industria;2021T4;12,6
37 Salamanca;Industria;2021T3;9,5
37 Salamanca;Industria;2021T2;12,8
37 Salamanca;Industria;2021T1;13,7
37 Salamanca;Industria;2020T4;10,2
37 Salamanca;Industria;2020T3;11,8
37 Salamanca;Industria;2020T2;11,5
37 Salamanca;Industria;2020T1;11
37 Salamanca;Industria;2019T4;10,9
37 Salamanca;Industria;2019T3;10,3
37 Salamanca;Industria;2019T2;11
37 Salamanca;Industria;2019T1;11,9
37 Salamanca;Industria;2018T4;12,5
37 Salamanca;Industria;2018T3;11,8
37 Salamanca;Industria;2018T2;13,5
37 Salamanca;Industria;2018T1;11
37 Salamanca;Industria;2017T4;10,4
37 Salamanca;Industria;2017T3;11,7
37 Salamanca;Industria;2017T2;12,3
37 Salamanca;Industria;2017T1;11,7
37 Salamanca;Industria;2016T4;11,9
37 Salamanca;Industria;2016T3;13,2
37 Salamanca;Industria;2016T2;13,7
37 Salamanca;Industria;2016T1;14
37 Salamanca;Industria;2015T4;11,2
37 Salamanca;Industria;2015T3;12,7
37 Salamanca;Industria;2015T2;11,7
37 Salamanca;Industria;2015T1;10,2
37 Salamanca;Industria;2014T4;8,8
37 Salamanca;Industria;2014T3;9,6
37 Salamanca;Industria;2014T2;10,5
37 Salamanca;Industria;2014T1;8,8
37 Salamanca;Industria;2013T4;7,8
37 Salamanca;Industria;2013T3;7,5
37 Salamanca;Industria;2013T2;8
37 Salamanca;Industria;2013T1;11
37 Salamanca;Industria;2012T4;11,5
37 Salamanca;Industria;2012T3;11,6
37 Salamanca;Industria;2012T2;11,9
37 Salamanca;Industria;2012T1;11
37 Salamanca;Industria;2011T4;11,6
37 Salamanca;Industria;2011T3;12,5
37 Salamanca;Industria;2011T2;12
37 Salamanca;Industria;2011T1;12,3
37 Salamanca;Industria;2010T4;10,7
37 Salamanca;Industria;2010T3;10,7
37 Salamanca;Industria;2010T2;12
37 Salamanca;Industria;2010T1;14
37 Salamanca;Industria;2009T4;15,6
37 Salamanca;Industria;2009T3;14,7
37 Salamanca;Industria;2009T2;13,8
37 Salamanca;Industria;2009T1;13,2
37 Salamanca;Industria;2008T4;12,9
37 Salamanca;Industria;2008T3;13,5
37 Salamanca;Industria;2008T2;12,7
37 Salamanca;Industria;2008T1;11,9
37 Salamanca;Construcción;2025T3;5,3
37 Salamanca;Construcción;2025T2;5,7
37 Salamanca;Construcción;2025T1;6,1
37 Salamanca;Construcción;2024T4;6,5
37 Salamanca;Construcción;2024T3;6,3
37 Salamanca;Construcción;2024T2;6,9
37 Salamanca;Construcción;2024T1;8,7
37 Salamanca;Construcción;2023T4;8,2
37 Salamanca;Construcción;2023T3;8,7
37 Salamanca;Construcción;2023T2;8,4
37 Salamanca;Construcción;2023T1;6,8
37 Salamanca;Construcción;2022T4;7,6
37 Salamanca;Construcción;2022T3;6,9
37 Salamanca;Construcción;2022T2;6,9
37 Salamanca;Construcción;2022T1;7,4
37 Salamanca;Construcción;2021T4;6,7
37 Salamanca;Construcción;2021T3;6,6
37 Salamanca;Construcción;2021T2;5,5
37 Salamanca;Construcción;2021T1;4,1
37 Salamanca;Construcción;2020T4;4,6
37 Salamanca;Construcción;2020T3;4,7
37 Salamanca;Construcción;2020T2;4,4
37 Salamanca;Construcción;2020T1;6,1
37 Salamanca;Construcción;2019T4;6,3
37 Salamanca;Construcción;2019T3;6
37 Salamanca;Construcción;2019T2;5,4
37 Salamanca;Construcción;2019T1;6,3
37 Salamanca;Construcción;2018T4;7,1
37 Salamanca;Construcción;2018T3;6,7
37 Salamanca;Construcción;2018T2;7,3
37 Salamanca;Construcción;2018T1;6,2
37 Salamanca;Construcción;2017T4;7
37 Salamanca;Construcción;2017T3;5,3
37 Salamanca;Construcción;2017T2;5,8
37 Salamanca;Construcción;2017T1;5,4
37 Salamanca;Construcción;2016T4;4,9
37 Salamanca;Construcción;2016T3;5,3
37 Salamanca;Construcción;2016T2;5,5
37 Salamanca;Construcción;2016T1;6,3
37 Salamanca;Construcción;2015T4;6,3
37 Salamanca;Construcción;2015T3;6
37 Salamanca;Construcción;2015T2;5,6
37 Salamanca;Construcción;2015T1;4,3
37 Salamanca;Construcción;2014T4;5,5
37 Salamanca;Construcción;2014T3;5,4
37 Salamanca;Construcción;2014T2;5
37 Salamanca;Construcción;2014T1;5,2
37 Salamanca;Construcción;2013T4;6,4
37 Salamanca;Construcción;2013T3;6,3
37 Salamanca;Construcción;2013T2;5,1
37 Salamanca;Construcción;2013T1;5
37 Salamanca;Construcción;2012T4;6,1
37 Salamanca;Construcción;2012T3;6,2
37 Salamanca;Construcción;2012T2;7,4
37 Salamanca;Construcción;2012T1;7,7
37 Salamanca;Construcción;2011T4;8,6
37 Salamanca;Construcción;2011T3;8,6
37 Salamanca;Construcción;2011T2;8,6
37 Salamanca;Construcción;2011T1;7,6
37 Salamanca;Construcción;2010T4;7,1
37 Salamanca;Construcción;2010T3;7,2
37 Salamanca;Construcción;2010T2;7,1
37 Salamanca;Construcción;2010T1;7,7
37 Salamanca;Construcción;2009T4;8,3
37 Salamanca;Construcción;2009T3;12
37 Salamanca;Construcción;2009T2;10,8
37 Salamanca;Construcción;2009T1;13,3
37 Salamanca;Construcción;2008T4;12,3
37 Salamanca;Construcción;2008T3;11,2
37 Salamanca;Construcción;2008T2;9,6
37 Salamanca;Construcción;2008T1;8,6
37 Salamanca;Servicios;2025T3;73,2
37 Salamanca;Servicios;2025T2;72,9
37 Salamanca;Servicios;2025T1;75,1
37 Salamanca;Servicios;2024T4;73,3
37 Salamanca;Servicios;2024T3;72,9
37 Salamanca;Servicios;2024T2;72,8
37 Salamanca;Servicios;2024T1;71,9
37 Salamanca;Servicios;2023T4;73,4
37 Salamanca;Servicios;2023T3;71
37 Salamanca;Servicios;2023T2;71,4
37 Salamanca;Servicios;2023T1;73,8
37 Salamanca;Servicios;2022T4;72,2
37 Salamanca;Servicios;2022T3;72,3
37 Salamanca;Servicios;2022T2;70,3
37 Salamanca;Servicios;2022T1;69,2
37 Salamanca;Servicios;2021T4;69,7
37 Salamanca;Servicios;2021T3;70,3
37 Salamanca;Servicios;2021T2;68,2
37 Salamanca;Servicios;2021T1;67,5
37 Salamanca;Servicios;2020T4;70,3
37 Salamanca;Servicios;2020T3;71,5
37 Salamanca;Servicios;2020T2;72,7
37 Salamanca;Servicios;2020T1;70,1
37 Salamanca;Servicios;2019T4;70,3
37 Salamanca;Servicios;2019T3;68,8
37 Salamanca;Servicios;2019T2;68,6
37 Salamanca;Servicios;2019T1;69,7
37 Salamanca;Servicios;2018T4;69
37 Salamanca;Servicios;2018T3;67,9
37 Salamanca;Servicios;2018T2;65,7
37 Salamanca;Servicios;2018T1;68,9
37 Salamanca;Servicios;2017T4;70,5
37 Salamanca;Servicios;2017T3;68,7
37 Salamanca;Servicios;2017T2;67,5
37 Salamanca;Servicios;2017T1;67,7
37 Salamanca;Servicios;2016T4;65,9
37 Salamanca;Servicios;2016T3;64,7
37 Salamanca;Servicios;2016T2;62,4
37 Salamanca;Servicios;2016T1;62,8
37 Salamanca;Servicios;2015T4;64,6
37 Salamanca;Servicios;2015T3;63,2
37 Salamanca;Servicios;2015T2;64,6
37 Salamanca;Servicios;2015T1;66,7
37 Salamanca;Servicios;2014T4;61,5
37 Salamanca;Servicios;2014T3;64,5
37 Salamanca;Servicios;2014T2;65,2
37 Salamanca;Servicios;2014T1;65,9
37 Salamanca;Servicios;2013T4;67,9
