municipality_number,municipality_name,year,number_of_households,average_household_size,number_of_dwellings,average_rent_price
44066,Castel de Cabra,2016,51.0,2.37,55.0,1215.0
22085,Castelflorite,2016,40.0,2.84,43.0,731.0
44070,Castellar (El),2016,25.0,2.2,27.0,954.0
44071,Castellote,2016,286.0,2.47,310.0,1115.0
44067,Castelnou,2016,48.0,2.85,52.0,784.0
44068,Castelserás,2016,310.0,2.67,336.0,1047.0
22086,Castiello de Jaca,2016,107.0,2.38,116.0,528.0
22087,Castigaleu,2016,32.0,2.82,35.0,1151.0
50078,Castiliscar,2016,99.0,2.67,107.0,817.0
22088,Castillazuelo,2016,61.0,2.89,66.0,900.0
22089,Castillonroy,2016,119.0,2.81,129.0,526.0
44074,Cedrillas,2016,228.0,2.71,247.0,837.0
44075,Celadas,2016,155.0,2.6,168.0,804.0
44076,Cella,2016,1178.0,2.27,1278.0,418.0
44077,Cerollera (La),2016,40.0,2.38,43.0,499.0
50079,Cervera de la Cañada,2016,120.0,2.54,130.0,895.0
50080,Cerveruela,2016,13.0,2.7,14.0,742.0
50081,Cetina,2016,235.0,2.62,255.0,944.0
22094,Chalamera,2016,44.0,2.43,48.0,543.0
22095,Chía,2016,39.0,2.18,42.0,1131.0
22096,Chimillas,2016,142.0,2.61,154.0,663.0
50092,Chiprana,2016,200.0,2.41,217.0,371.0
50093,Chodes,2016,44.0,2.84,48.0,779.0
50082,Cimballa,2016,50.0,2.16,54.0,703.0
50083,Cinco Olivas,2016,41.0,2.68,44.0,838.0
50084,Clarés de Ribota,2016,26.0,3.02,28.0,985.0
50085,Codo,2016,79.0,2.31,86.0,924.0
44080,Codoñera (La),2016,143.0,2.57,155.0,595.0
50086,Codos,2016,102.0,2.22,111.0,740.0
22090,Colungo,2016,47.0,2.74,51.0,1045.0
50087,Contamina,2016,13.0,2.6,14.0,470.0
44082,Corbalán,2016,44.0,2.5,48.0,835.0
44084,Cortes de Aragón,2016,25.0,2.57,27.0,343.0
44085,Cosa,2016,19.0,2.95,21.0,357.0
50088,Cosuenda,2016,165.0,2.33,179.0,432.0
44086,Cretas,2016,255.0,2.17,277.0,632.0
44087,Crivillén,2016,24.0,2.96,26.0,1197.0
50089,Cuarte de Huerva,2016,4694.0,2.68,5092.0,367.0
44088,Cuba (La),2016,12.0,3.07,13.0,1047.0
50090,Cubel,2016,65.0,2.71,71.0,1008.0
44089,Cubla,2016,18.0,2.95,20.0,931.0
44090,Cucalón,2016,38.0,2.53,41.0,1214.0
50091,Cuerlas (Las),2016,15.0,2.86,16.0,573.0
44092,Cuervo (El),2016,29.0,3.02,31.0,1114.0
44093,Cuevas de Almudén,2016,53.0,2.68,57.0,673.0
44094,Cuevas Labradas,2016,55.0,2.3,60.0,338.0
50094,Daroca,2016,873.0,2.39,947.0,597.0
50095,Ejea de los Caballeros,2016,7099.0,2.33,7701.0,429.0
44096,Ejulve,2016,80.0,2.36,87.0,1047.0
50096,Embid de Ariza,2016,16.0,2.51,17.0,484.0
50098,Encinacorba,2016,78.0,2.64,85.0,945.0
50099,Épila,2016,1655.0,2.69,1795.0,1046.0
50100,Erla,2016,144.0,2.52,156.0,961.0
50101,Escatrón,2016,394.0,2.71,427.0,721.0
44097,Escorihuela,2016,68.0,2.22,74.0,787.0
44099,Escucha,2016,428.0,2.23,464.0,1204.0
22099,Esplús,2016,266.0,2.3,289.0,908.0
22102,Estada,2016,78.0,2.64,85.0,853.0
22103,Estadilla,2016,345.0,2.34,374.0,405.0
44100,Estercuel,2016,99.0,2.4,107.0,871.0
22105,Estopiñán del Castillo,2016,57.0,2.5,62.0,1170.0
50102,Fabara,2016,410.0,2.89,445.0,816.0
22106,Fago,2016,10.0,2.15,11.0,566.0
22107,Fanlo,2016,39.0,2.77,42.0,758.0
50104,Farlete,2016,146.0,2.76,158.0,545.0
50105,Fayón,2016,122.0,2.89,132.0,659.0
50106,Fayos (Los),2016,49.0,2.97,53.0,1120.0
44101,Ferreruela de Huerva,2016,31.0,2.16,34.0,804.0
50107,Figueruelas,2016,532.0,2.29,577.0,1059.0
22109,Fiscal,2016,115.0,2.95,125.0,1108.0
50108,Fombuena,2016,22.0,2.51,24.0,568.0
44102,Fonfría,2016,11.0,2.7,12.0,1012.0
22110,Fonz,2016,333.0,2.76,361.0,1075.0
22111,Foradada del Toscar,2016,66.0,2.78,72.0,964.0
44103,Formiche Alto,2016,55.0,2.98,60.0,611.0
44105,Fórnoles,2016,28.0,3.07,30.0,505.0
44106,Fortanete,2016,73.0,2.8,79.0,971.0
44107,Foz-Calanda,2016,110.0,2.41,119.0,1148.0
22112,Fraga,2016,5059.0,2.95,5488.0,813.0
50109,Frago (El),2016,46.0,2.18,50.0,338.0
50110,Frasno (El),2016,170.0,2.35,184.0,339.0
50111,Fréscano,2016,68.0,2.96,74.0,948.0
44108,Fresneda (La),2016,197.0,2.38,214.0,930.0
44109,Frías de Albarracín,2016,56.0,2.33,61.0,687.0
50113,Fuendejalón,2016,346.0,2.27,375.0,466.0
50114,Fuendetodos,2016,43.0,2.96,47.0,467.0
44110,Fuenferrada,2016,22.0,2.55,24.0,521.0
44111,Fuentes Calientes,2016,38.0,2.77,41.0,646.0
44112,Fuentes Claras,2016,208.0,2.37,226.0,791.0
50115,Fuentes de Ebro,2016,1608.0,2.84,1744.0,1028.0
50116,Fuentes de Jiloca,2016,95.0,2.84,103.0,788.0
44113,Fuentes de Rubielos,2016,47.0,2.42,51.0,410.0
44114,Fuentespalda,2016,116.0,2.51,126.0,975.0
22113,Fueva (La),2016,261.0,2.34,283.0,1185.0
50117,Gallocanta,2016,50.0,3.04,54.0,435.0
50118,Gallur,2016,960.0,2.74,1041.0,797.0
44115,Galve,2016,53.0,3.02,57.0,1194.0
44116,Gargallo,2016,42.0,2.44,46.0,558.0
44117,Gea de Albarracín,2016,131.0,2.86,142.0,922.0
50119,Gelsa,2016,385.0,2.85,418.0,1028.0
44118,Ginebrosa (La),2016,72.0,2.78,78.0,331.0
22114,Gistaín,2016,45.0,3.02,49.0,420.0
50120,Godojos,2016,21.0,2.5,23.0,1035.0
50121,Gotor,2016,144.0,2.27,156.0,812.0
22115,Grado (El),2016,154.0,2.75,167.0,1153.0
22116,Grañén,2016,640.0,2.82,694.0,994.0
22117,Graus,2016,1242.0,2.68,1347.0,696.0
44119,Griegos,2016,68.0,2.35,74.0,898.0
50122,Grisel,2016,28.0,2.57,30.0,818.0
50123,Grisén,2016,256.0,2.43,278.0,360.0
44120,Guadalaviar,2016,97.0,2.53,105.0,927.0
44121,Gúdar,2016,26.0,2.78,28.0,410.0
22119,Gurrea de Gállego,2016,535.0,2.83,580.0,908.0
50124,Herrera de los Navarros,2016,227.0,2.36,246.0,1206.0
44122,Híjar,2016,687.0,2.51,745.0,1074.0
44123,Hinojosa de Jarque,2016,55.0,2.39,60.0,717.0
22122,Hoz de Jaca,2016,31.0,2.32,34.0,378.0
44124,Hoz de la Vieja (La),2016,27.0,2.9,29.0,450.0
22908,Hoz y Costean,2016,73.0,2.99,79.0,1013.0
22124,Huerto,2016,92.0,2.49,100.0,1167.0
44125,Huesa del Común,2016,24.0,2.87,26.0,725.0
22125,Huesca,2016,17603.0,2.97,19095.0,1168.0
50125,Ibdes,2016,147.0,2.91,159.0,857.0
22126,Ibieca,2016,43.0,2.31,47.0,904.0
44126,Iglesuela del Cid (La),2016,141.0,3.01,153.0,969.0
22127,Igriés,2016,286.0,2.49,310.0,525.0
22128,Ilche,2016,86.0,2.45,93.0,541.0
50126,Illueca,2016,1407.0,2.21,1526.0,386.0
22129,Isábena,2016,102.0,2.61,111.0,1125.0
50128,Isuerre,2016,14.0,2.25,15.0,1146.0
44127,Jabaloyas,2016,32.0,2.4,35.0,1019.0
22130,Jaca,2016,5299.0,2.44,5748.0,519.0
50129,Jaraba,2016,109.0,2.88,118.0,1039.0
44128,Jarque de la Val,2016,25.0,2.92,27.0,984.0
50130,Jarque de Moncayo,2016,189.0,2.42,205.0,433.0
22131,Jasa,2016,34.0,2.91,37.0,1238.0
44129,Jatiel,2016,15.0,2.87,16.0,885.0
50131,Jaulín,2016,89.0,2.84,97.0,1071.0
44130,Jorcas,2016,16.0,2.32,17.0,1000.0
44131,Josa,2016,12.0,2.83,13.0,950.0
50132,Joyosa (La),2016,343.0,3.01,372.0,763.0
22133,Labuerda,2016,57.0,2.76,62.0,606.0
50133,Lagata,2016,52.0,2.43,56.0,870.0
44132,Lagueruela,2016,30.0,2.6,33.0,612.0
22135,Laluenga,2016,77.0,2.75,84.0,435.0
22136,Lalueza,2016,372.0,2.62,404.0,1068.0
22137,Lanaja,2016,545.0,2.26,591.0,902.0
50134,Langa del Castillo,2016,55.0,2.42,60.0,424.0
44133,Lanzuela,2016,10.0,2.84,11.0,862.0
22139,Laperdiguera,2016,31.0,2.94,34.0,1185.0
22141,Lascellas-Ponzano,2016,59.0,2.27,64.0,431.0
22142,Lascuarre,2016,45.0,3.0,49.0,341.0
22143,Laspaúles,2016,108.0,2.46,117.0,966.0
22144,Laspuña,2016,100.0,2.75,108.0,615.0
50135,Layana,2016,35.0,2.85,38.0,1167.0
50136,Lécera,2016,251.0,2.89,272.0,1260.0
50138,Lechón,2016,17.0,3.0,18.0,636.0
50137,Leciñena,2016,500.0,2.43,542.0,440.0
50139,Letux,2016,120.0,2.92,130.0,341.0
44135,Libros,2016,50.0,2.26,54.0,1155.0
44136,Lidón,2016,20.0,2.76,22.0,762.0
44137,Linares de Mora,2016,95.0,2.82,103.0,1230.0
50140,Litago,2016,62.0,2.77,67.0,906.0
50141,Lituénigo,2016,50.0,2.38,54.0,1062.0
44141,Lledó,2016,56.0,2.93,61.0,632.0
22149,Loarre,2016,147.0,2.3,159.0,815.0
50142,Lobera de Onsella,2016,15.0,2.13,16.0,585.0
50143,Longares,2016,281.0,2.81,305.0,373.0
50144,Longás,2016,13.0,2.63,14.0,996.0
22150,Loporzano,2016,184.0,2.92,200.0,1010.0
22151,Loscorrales,2016,41.0,2.5,44.0,1067.0
44138,Loscos,2016,60.0,2.31,65.0,465.0
50146,Lucena de Jalón,2016,79.0,2.9,86.0,771.0
50147,Luceni,2016,373.0,2.65,405.0,1030.0
50148,Luesia,2016,139.0,2.31,151.0,1066.0
50149,Luesma,2016,13.0,2.73,14.0,1089.0
50150,Lumpiaque,2016,331.0,2.62,359.0,1042.0
50151,Luna,2016,271.0,2.7,294.0,1001.0
22905,Lupiñén-Ortilla,2016,133.0,2.55,144.0,1066.0
50152,Maella,2016,677.0,2.91,734.0,570.0
50153,Magallón,2016,398.0,2.91,432.0,657.0
44142,Maicas,2016,12.0,2.88,13.0,493.0
50154,Mainar,2016,66.0,2.24,72.0,1231.0
50155,Malanquilla,2016,36.0,2.94,39.0,1239.0
50156,Maleján,2016,92.0,2.77,100.0,816.0
50160,Mallén,2016,1142.0,2.79,1239.0,636.0
50157,Malón,2016,142.0,2.47,154.0,1254.0
50159,Maluenda,2016,335.0,2.95,363.0,891.0
50161,Manchones,2016,43.0,2.8,47.0,657.0
44143,Manzanera,2016,223.0,2.25,242.0,928.0
50162,Mara,2016,76.0,2.51,82.0,771.0
50163,María de Huerva,2016,1875.0,2.96,2034.0,1126.0
50902,Marracos,2016,42.0,2.19,46.0,383.0
44144,Martín del Río,2016,141.0,3.04,153.0,523.0
44145,Mas de las Matas,2016,470.0,2.77,510.0,1183.0
44146,Mata de los Olmos (La),2016,96.0,2.74,104.0,587.0
44147,Mazaleón,2016,226.0,2.39,245.0,970.0
50164,Mediana de Aragón,2016,186.0,2.38,202.0,509.0
50165,Mequinenza,2016,769.0,3.01,834.0,377.0
50166,Mesones de Isuela,2016,118.0,2.42,128.0,669.0
50167,Mezalocha,2016,89.0,2.86,97.0,556.0
44148,Mezquita de Jarque,2016,44.0,2.47,48.0,866.0
50168,Mianos,2016,13.0,2.2,14.0,1225.0
50169,Miedes de Aragón,2016,216.0,2.16,234.0,1183.0
44149,Mirambel,2016,46.0,2.64,50.0,972.0
44150,Miravete de la Sierra,2016,9.0,2.98,10.0,922.0
44151,Molinos,2016,101.0,2.48,110.0,696.0
50170,Monegrillo,2016,169.0,2.47,183.0,419.0
22155,Monesma y Cajigar,2016,35.0,2.43,38.0,513.0
50171,Moneva,2016,42.0,2.63,46.0,343.0
22156,Monflorite-Lascasas,2016,141.0,2.55,153.0,872.0
44152,Monforte de Moyuela,2016,23.0,2.9,25.0,801.0
50172,Monreal de Ariza,2016,82.0,2.6,89.0,982.0
44153,Monreal del Campo,2016,964.0,2.62,1046.0,1240.0
44154,Monroyo,2016,149.0,2.27,162.0,1101.0
44155,Montalbán,2016,421.0,3.04,457.0,406.0
22157,Montanuy,2016,94.0,2.36,102.0,939.0
44156,Monteagudo del Castillo,2016,24.0,2.17,26.0,1164.0
50173,Monterde,2016,72.0,2.76,78.0,622.0
44157,Monterde de Albarracín,2016,25.0,2.65,27.0,1092.0
50174,Montón,2016,41.0,2.52,44.0,1257.0
22158,Monzón,2016,6813.0,2.53,7391.0,349.0
44158,Mora de Rubielos,2016,548.0,2.87,594.0,910.0
50175,Morata de Jalón,2016,505.0,2.33,548.0,1152.0
50176,Morata de Jiloca,2016,94.0,2.89,102.0,1262.0
50177,Morés,2016,127.0,2.74,138.0,724.0
50178,Moros,2016,152.0,2.52,165.0,980.0
44159,Moscardón,2016,22.0,2.57,24.0,1054.0
44160,Mosqueruela,2016,244.0,2.38,265.0,1012.0
50179,Moyuela,2016,93.0,2.85,101.0,327.0
50180,Mozota,2016,47.0,2.64,51.0,1140.0
50181,Muel,2016,538.0,2.44,584.0,1146.0
50182,Muela (La),2016,1885.0,2.7,2045.0,1059.0
50183,Munébrega,2016,134.0,3.07,145.0,650.0
44161,Muniesa,2016,248.0,2.54,269.0,614.0
50184,Murero,2016,43.0,3.0,47.0,550.0
50185,Murillo de Gállego,2016,69.0,2.45,75.0,944.0
22160,Naval,2016,119.0,2.21,129.0,935.0
50186,Navardún,2016,18.0,2.32,20.0,1172.0
50187,Nigüella,2016,30.0,2.53,33.0,664.0
44163,Noguera de Albarracín,2016,62.0,2.34,67.0,1056.0
44164,Nogueras,2016,13.0,2.2,14.0,737.0
44165,Nogueruelas,2016,72.0,2.98,78.0,377.0
50188,Nombrevilla,2016,11.0,2.98,12.0,495.0
50189,Nonaspe,2016,351.0,2.83,381.0,510.0
22162,Novales,2016,77.0,2.31,84.0,506.0
50190,Novallas,2016,385.0,2.26,418.0,773.0
50191,Novillas,2016,253.0,2.21,274.0,329.0
22163,Nueno,2016,196.0,2.82,213.0,1112.0
50192,Nuévalos,2016,112.0,3.0,121.0,614.0
50193,Nuez de Ebro,2016,331.0,2.54,359.0,962.0
44167,Obón,2016,19.0,2.34,21.0,812.0
44168,Odón,2016,86.0,2.62,93.0,1165.0
44169,Ojos Negros,2016,165.0,2.46,179.0,546.0
44171,Olba,2016,92.0,2.49,100.0,1210.0
44172,Oliete,2016,134.0,2.72,145.0,972.0
44173,Olmos (Los),2016,45.0,2.8,49.0,1109.0
22164,Olvena,2016,20.0,2.28,22.0,1050.0
50194,Olvés,2016,55.0,2.19,60.0,900.0
22165,Ontiñena,2016,183.0,3.06,199.0,1217.0
50195,Orcajo,2016,24.0,2.37,26.0,740.0
50196,Orera,2016,55.0,2.2,60.0,937.0
50197,Orés,2016,46.0,2.33,50.0,946.0
44174,Orihuela del Tremedal,2016,230.0,2.19,250.0,772.0
44175,Orrios,2016,53.0,2.5,57.0,1210.0
50198,Oseja,2016,21.0,2.87,23.0,1226.0
50199,Osera de Ebro,2016,164.0,2.46,178.0,1040.0
22167,Osso de Cinca,2016,286.0,2.55,310.0,1065.0
22168,Palo,2016,8.0,2.86,9.0,508.0
44176,Palomar de Arroyos,2016,67.0,2.61,73.0,467.0
44177,Pancrudo,2016,39.0,2.96,42.0,1197.0
50200,Paniza,2016,228.0,2.95,247.0,447.0
22170,Panticosa,2016,358.0,2.16,388.0,780.0
50201,Paracuellos de Jiloca,2016,206.0,2.87,223.0,724.0
50202,Paracuellos de la Ribera,2016,63.0,2.57,68.0,369.0
44178,Parras de Castellote (Las),2016,19.0,3.01,21.0,791.0
50203,Pastriz,2016,505.0,2.58,548.0,1239.0
50204,Pedrola,2016,1127.0,3.06,1223.0,742.0
50205,Pedrosas (Las),2016,38.0,2.8,41.0,998.0
22172,Peñalba,2016,290.0,2.37,315.0,1020.0
44179,Peñarroya de Tastavins,2016,175.0,2.65,190.0,706.0
22173,Peñas de Riglos (Las),2016,84.0,3.07,91.0,677.0
44180,Peracense,2016,26.0,2.89,28.0,366.0
44181,Peralejos,2016,39.0,2.23,42.0,1220.0
44182,Perales del Alfambra,2016,81.0,2.79,88.0,483.0
22174,Peralta de Alcofea,2016,239.0,2.46,259.0,674.0
22175,Peralta de Calasanz,2016,106.0,2.16,115.0,861.0
22176,Peraltilla,2016,78.0,2.51,85.0,1026.0
22177,Perarrúa,2016,47.0,2.38,51.0,457.0
50206,Perdiguera,2016,208.0,2.9,226.0,846.0
22178,Pertusa,2016,47.0,2.44,51.0,735.0
50207,Piedratajada,2016,39.0,2.88,42.0,717.0
50208,Pina de Ebro,2016,1136.0,2.15,1232.0,1038.0
50209,Pinseque,2016,1533.0,2.43,1663.0,1153.0
50210,Pintanos (Los),2016,18.0,2.43,20.0,330.0
22181,Piracés,2016,44.0,2.34,48.0,974.0
44183,Pitarque,2016,41.0,2.21,44.0,609.0
22182,Plan,2016,129.0,2.31,140.0,1213.0
50211,Plasencia de Jalón,2016,120.0,2.66,130.0,868.0
50212,Pleitas,2016,18.0,2.41,20.0,807.0
50213,Plenas,2016,41.0,2.55,44.0,853.0
44184,Plou,2016,20.0,2.45,22.0,1146.0
44185,Pobo (El),2016,45.0,2.93,49.0,1074.0
22184,Poleñino,2016,70.0,2.99,76.0,625.0
50214,Pomer,2016,13.0,2.55,14.0,1090.0
44187,Portellada (La),2016,98.0,2.45,106.0,716.0
22186,Pozán de Vero,2016,90.0,2.26,98.0,515.0
44189,Pozondón,2016,20.0,3.0,22.0,849.0
50215,Pozuel de Ariza,2016,11.0,2.17,12.0,1245.0
44190,Pozuel del Campo,2016,30.0,2.43,33.0,1233.0
50216,Pozuelo de Aragón,2016,117.0,2.42,127.0,329.0
50217,Pradilla de Ebro,2016,225.0,2.44,244.0,788.0
50218,Puebla de Albortón,2016,52.0,2.28,56.0,1039.0
50219,Puebla de Alfindén (La),2016,2108.0,2.86,2287.0,334.0
22187,Puebla de Castro (La),2016,168.0,2.26,182.0,521.0
44191,Puebla de Híjar (La),2016,341.0,2.73,370.0,1224.0
44192,Puebla de Valverde (La),2016,204.0,2.26,221.0,1045.0
50220,Puendeluna,2016,20.0,2.18,22.0,679.0
22188,Puente de Montañana,2016,35.0,2.97,38.0,709.0
22902,Puente la Reina de Jaca,2016,118.0,2.31,128.0,1063.0
22189,Puértolas,2016,74.0,2.89,80.0,1157.0
44193,Puertomingalvo,2016,42.0,2.66,46.0,549.0
22190,Pueyo de Araguás (El),2016,70.0,2.22,76.0,408.0
22193,Pueyo de Santa Cruz,2016,105.0,3.02,114.0,1211.0
50221,Purujosa,2016,16.0,2.41,17.0,1009.0
22195,Quicena,2016,97.0,2.94,105.0,1048.0
50222,Quinto,2016,868.0,2.3,942.0,519.0
44194,Ráfales,2016,47.0,2.94,51.0,1166.0
50223,Remolinos,2016,515.0,2.16,559.0,733.0
50224,Retascón,2016,29.0,2.66,31.0,529.0
50225,Ricla,2016,1062.0,2.85,1152.0,1262.0
44195,Rillo,2016,30.0,3.03,33.0,771.0
44196,Riodeva,2016,51.0,2.97,55.0,1049.0
22197,Robres,2016,196.0,2.9,213.0,1007.0
44197,Ródenas,2016,22.0,2.96,24.0,887.0
50227,Romanos,2016,55.0,2.33,60.0,1209.0
44198,Royuela,2016,89.0,2.41,97.0,872.0
44199,Rubiales,2016,21.0,2.38,23.0,561.0
44200,Rubielos de la Cérida,2016,15.0,2.52,16.0,524.0
44201,Rubielos de Mora,2016,263.0,2.5,285.0,1008.0
50228,Rueda de Jalón,2016,124.0,2.65,135.0,762.0
50229,Ruesca,2016,32.0,2.29,35.0,1260.0
50241,Sabiñán,2016,260.0,2.78,282.0,768.0
22199,Sabiñánigo,2016,4065.0,2.3,4410.0,337.0
50230,Sádaba,2016,562.0,2.43,610.0,575.0
22200,Sahún,2016,116.0,2.62,126.0,620.0
22201,Salas Altas,2016,108.0,2.87,117.0,438.0
22202,Salas Bajas,2016,60.0,2.82,65.0,773.0
44203,Salcedillo,2016,6.0,2.81,7.0,520.0
44204,Saldón,2016,11.0,2.32,12.0,604.0
22203,Salillas,2016,37.0,2.67,40.0,1141.0
50231,Salillas de Jalón,2016,136.0,2.23,148.0,392.0
22204,Sallent de Gállego,2016,587.0,2.49,637.0,1150.0
50232,Salvatierra de Esca,2016,83.0,2.52,90.0,363.0
44205,Samper de Calanda,2016,386.0,2.19,419.0,1091.0
50233,Samper del Salz,2016,49.0,2.4,53.0,1097.0
44206,San Agustín,2016,44.0,3.0,48.0,706.0
22205,San Esteban de Litera,2016,165.0,3.01,179.0,1216.0
22207,San Juan de Plan,2016,58.0,2.48,63.0,405.0
50234,San Martín de la Virgen de Moncayo,2016,131.0,2.19,142.0,1208.0
44207,San Martín del Río,2016,71.0,2.3,77.0,855.0
50235,San Mateo de Gállego,2016,1224.0,2.5,1328.0,678.0
22903,San Miguel del Cinca,2016,274.0,3.02,297.0,672.0
22206,Sangarrén,2016,97.0,2.28,105.0,689.0
22208,Santa Cilia,2016,77.0,2.84,84.0,1162.0
50236,Santa Cruz de Grío,2016,54.0,2.27,59.0,926.0
22209,Santa Cruz de la Serós,2016,61.0,3.03,66.0,733.0
50237,Santa Cruz de Moncayo,2016,52.0,2.49,56.0,803.0
44208,Santa Cruz de Nogueras,2016,14.0,2.79,15.0,391.0
44209,Santa Eulalia,2016,430.0,2.46,466.0,559.0
50238,Santa Eulalia de Gállego,2016,38.0,2.7,41.0,535.0
22906,Santa María de Dulcis,2016,97.0,2.32,105.0,665.0
22212,Santaliestra y San Quílez,2016,42.0,2.26,46.0,508.0
50239,Santed,2016,21.0,2.97,23.0,1053.0
22213,Sariñena,2016,1401.0,2.99,1520.0,368.0
44210,Sarrión,2016,380.0,2.96,412.0,1111.0
50240,Sástago,2016,435.0,2.72,472.0,1075.0
22214,Secastilla,2016,51.0,2.87,55.0,1148.0
50242,Sediles,2016,46.0,2.21,50.0,426.0
44211,Segura de los Baños,2016,18.0,2.43,20.0,711.0
22215,Seira,2016,60.0,2.42,65.0,1237.0
22217,Sena,2016,186.0,2.73,202.0,822.0
22218,Senés de Alcubierre,2016,19.0,2.42,21.0,421.0
44212,Seno,2016,18.0,2.25,20.0,1131.0
22220,Sesa,2016,66.0,2.72,72.0,671.0
50243,Sestrica,2016,135.0,2.9,146.0,1105.0
22221,Sesué,2016,41.0,2.51,44.0,1158.0
50244,Sierra de Luna,2016,115.0,2.28,125.0,1174.0
22222,Siétamo,2016,292.0,2.33,317.0,383.0
50245,Sigüés,2016,39.0,2.37,42.0,581.0
44213,Singra,2016,33.0,2.4,36.0,334.0
50246,Sisamón,2016,12.0,2.81,13.0,1252.0
50247,Sobradiel,2016,400.0,2.7,434.0,820.0
22223,Sopeira,2016,34.0,2.8,37.0,650.0
50248,Sos del Rey Católico,2016,244.0,2.48,265.0,1053.0
22904,Sotonera (La),2016,329.0,2.9,357.0,1078.0
50249,Tabuenca,2016,147.0,2.34,159.0,785.0
50250,Talamantes,2016,21.0,2.62,23.0,650.0
22225,Tamarite de Litera,2016,1218.0,2.88,1321.0,406.0
50251,Tarazona,2016,4638.0,2.31,5031.0,911.0
22226,Tardienta,2016,429.0,2.25,465.0,1188.0
50252,Tauste,2016,2342.0,2.96,2541.0,534.0
22227,Tella-Sin,2016,99.0,2.46,107.0,994.0
50253,Terrer,2016,179.0,2.78,194.0,777.0
44215,Terriente,2016,79.0,2.18,86.0,1081.0
44216,Teruel,2016,12793.0,2.78,13878.0,816.0
50254,Tierga,2016,81.0,2.43,88.0,519.0
22228,Tierz,2016,338.0,2.2,367.0,508.0
50255,Tobed,2016,83.0,2.71,90.0,963.0
22229,Tolva,2016,56.0,2.38,61.0,375.0
44217,Toril y Masegoso,2016,12.0,2.45,13.0,672.0
22230,Torla-Ordesa,2016,137.0,2.22,149.0,867.0
44218,Tormón,2016,15.0,2.32,16.0,1250.0
44219,Tornos,2016,95.0,2.41,103.0,1010.0
22232,Torralba de Aragón,2016,48.0,2.23,52.0,682.0
50256,Torralba de los Frailes,2016,29.0,3.02,31.0,1149.0
44220,Torralba de los Sisones,2016,76.0,2.15,82.0,899.0
50257,Torralba de Ribota,2016,72.0,2.61,78.0,515.0
50258,Torralbilla,2016,26.0,2.24,28.0,905.0
44223,Torre de Arcas,2016,33.0,2.43,36.0,701.0
44224,Torre de las Arcas,2016,10.0,2.84,11.0,1196.0
44225,Torre del Compte,2016,56.0,2.31,61.0,1222.0
22233,Torre la Ribera,2016,34.0,3.03,37.0,650.0
44227,Torre los Negros,2016,37.0,2.33,40.0,1082.0
44221,Torrecilla de Alcañiz,2016,149.0,2.84,162.0,1087.0
44222,Torrecilla del Rebollar,2016,52.0,2.66,56.0,521.0
50259,Torrehermosa,2016,23.0,2.92,25.0,567.0
44226,Torrelacárcel,2016,67.0,2.64,73.0,1194.0
50260,Torrelapaja,2016,13.0,2.55,14.0,999.0
50261,Torrellas,2016,107.0,2.32,116.0,1260.0
44228,Torremocha de Jiloca,2016,48.0,2.3,52.0,604.0
22234,Torrente de Cinca,2016,388.0,2.98,421.0,562.0
44229,Torres de Albarracín,2016,73.0,2.46,79.0,816.0
22235,Torres de Alcanadre,2016,39.0,2.51,42.0,1076.0
22236,Torres de Barbués,2016,99.0,2.85,107.0,918.0
50262,Torres de Berrellén,2016,603.0,2.45,654.0,1217.0
44230,Torrevelilla,2016,67.0,3.01,73.0,658.0
44231,Torrijas,2016,16.0,2.77,17.0,956.0
50263,Torrijo de la Cañada,2016,85.0,2.71,92.0,988.0
44232,Torrijo del Campo,2016,157.0,2.94,170.0,924.0
50264,Tosos,2016,89.0,2.2,97.0,420.0
44234,Tramacastiel,2016,28.0,2.36,30.0,861.0
44235,Tramacastilla,2016,42.0,2.55,46.0,657.0
22239,Tramaced,2016,47.0,2.38,51.0,735.0
50265,Trasmoz,2016,34.0,2.79,37.0,567.0
50266,Trasobares,2016,42.0,2.99,46.0,872.0
44236,Tronchón,2016,26.0,2.55,28.0,421.0
50267,Uncastillo,2016,272.0,2.46,295.0,594.0
50268,Undués de Lerda,2016,19.0,3.01,21.0,405.0
44237,Urrea de Gaén,2016,186.0,2.55,202.0,550.0
50269,Urrea de Jalón,2016,155.0,2.6,168.0,1211.0
50270,Urriés,2016,16.0,2.5,17.0,573.0
50271,Used,2016,90.0,2.97,98.0,611.0
50272,Utebo,2016,6916.0,2.67,7502.0,372.0
44238,Utrillas,2016,1072.0,2.85,1163.0,935.0
50274,Val de San Martín,2016,24.0,2.87,26.0,981.0
44239,Valacloche,2016,9.0,2.45,10.0,1245.0
44240,Valbona,2016,73.0,2.54,79.0,891.0
44241,Valdealgorfa,2016,221.0,2.92,240.0,1159.0
44243,Valdecuenca,2016,14.0,2.47,15.0,744.0
50273,Valdehorna,2016,9.0,2.96,10.0,363.0
44244,Valdelinares,2016,30.0,2.99,33.0,995.0
44245,Valdeltormo,2016,109.0,2.72,118.0,753.0
44246,Valderrobres,2016,817.0,2.83,886.0,684.0
22242,Valfarta,2016,24.0,2.89,26.0,1245.0
44247,Valjunquera,2016,125.0,2.91,136.0,918.0
22243,Valle de Bardají,2016,14.0,2.51,15.0,1068.0
22901,Valle de Hecho,2016,400.0,2.2,434.0,1105.0
22244,Valle de Lierp,2016,21.0,2.47,23.0,646.0
